2	4.2666215450e-07
3	4.2666215450e-07
4	8.5332430899e-07
5	8.5344072431e-07
6	8.5332430899e-07
7	1.2799864635e-06
8	1.7066486180e-06
9	2.5599729270e-06
10	2.9866350815e-06
11	3.8399593905e-06
12	4.2667379603e-06
13	5.9733865783e-06
14	6.4000487328e-06
15	7.2533730417e-06
16	8.5333595052e-06
17	1.0666670278e-05
18	1.1946773157e-05
19	1.4506746083e-05
20	1.6640056856e-05
21	2.1333340555e-05
22	2.3039989173e-05
23	2.8160051443e-05
24	3.7973397411e-05
25	3.2853335142e-05
26	3.4986645915e-05
27	3.9253383875e-05
28	4.0533486754e-05
29	4.7786743380e-05
30	5.2053481340e-05
31	5.8880075812e-05
32	5.8026751503e-05
33	6.9546862505e-05
34	7.9360092059e-05
35	7.9360208474e-05
36	8.4906816483e-05
37	9.4293383881e-05
38	1.1136010289e-04
39	1.0880012996e-04
40	1.1690682732e-04
41	1.2842682190e-04
42	1.3738684356e-04
43	1.5360023826e-04
44	1.4720018953e-04
45	1.6981363297e-04
46	1.7578690313e-04
47	1.9114685711e-04
48	2.0736025181e-04
49	2.3936026264e-04
50	2.3722706828e-04
51	2.6112038177e-04
52	2.6154704392e-04
53	3.0165375210e-04
54	3.0976044945e-04
55	3.4090713598e-04
56	3.3493374940e-04
57	3.8784043863e-04
58	3.7333380897e-04
59	3.9594725240e-04
60	4.2026722804e-04
61	6.8778754212e-04
62	6.0586747713e-04
63	5.5082736071e-04
64	4.5909383334e-04
65	5.0432060380e-04
66	5.2693393081e-04
67	5.6448066607e-04
68	5.8709410951e-04
69	5.9904076625e-04
70	6.2549405266e-04
71	6.7456078250e-04
72	6.7712087184e-04
73	7.3386763688e-04
74	7.3600094765e-04
75	8.0469436944e-04
76	1.1545615271e-03
77	8.2858768292e-04
78	8.5418776143e-04
79	8.7552110199e-04
80	8.8618777227e-04
81	9.8730798345e-04
82	1.0052279104e-03
83	1.0350946104e-03
84	1.0406413348e-03
85	1.1426148703e-03
86	1.6443753848e-03
87	1.1827215785e-03
88	1.1165881297e-03
89	1.0777614079e-03
90	1.3043216895e-03
91	1.3521083165e-03
92	1.2253882596e-03
93	1.6098154010e-03
94	2.5501899654e-03
95	1.8491757801e-03
96	1.6755221877e-03
97	1.8039490096e-03
98	1.6977088526e-03
99	3.3207508968e-03
100	1.6981355147e-03
101	1.8252823502e-03
102	1.8291223096e-03
103	1.7160555581e-03
104	1.9298157422e-03
105	2.3923231056e-03
106	2.0761627238e-03
107	2.2310428321e-03
108	2.1853893995e-03
109	2.2685895674e-03
110	3.6825647112e-03
111	2.5975499302e-03
112	2.5664033601e-03
113	2.5629899465e-03
114	2.7046435280e-03
115	2.5420832681e-03
116	2.5463500060e-03
117	2.8744570445e-03
118	2.8782970039e-03
119	2.8753103688e-03
120	3.0826706206e-03
121	3.0830972828e-03
122	3.1906174263e-03
123	3.2861909131e-03
124	4.8951529898e-03
125	5.1319531631e-03
126	6.6547285533e-03
127	4.1271519149e-03
128	4.3349388288e-03
129	3.3745110268e-03
130	3.8758449955e-03
131	4.0311518824e-03
132	3.9189383388e-03
133	3.6855513463e-03
134	7.2827825788e-03
135	4.5316325268e-03
136	5.0397930900e-03
137	4.5913659269e-03
138	4.6353125945e-03
139	4.5764325187e-03
140	6.0343544465e-03
141	4.8891796032e-03
142	5.1332332660e-03
143	6.6995285451e-03
144	4.9015529221e-03
145	6.1405944871e-03
146	6.6952618072e-03
147	7.3066761252e-03
148	1.6819221550e-02
149	8.1378237810e-03
150	6.1060345033e-03
151	6.3714215066e-03
152	7.0553689729e-03
153	7.4747828767e-03
154	7.6198497554e-03
155	8.7663044687e-03
156	7.7260899125e-03
157	7.5575563824e-03
158	7.9321701778e-03
159	8.4783042548e-03
160	7.9402768752e-03
161	8.4719042061e-03
162	7.7218231745e-03
163	7.6347831637e-03
164	8.8593179826e-03
165	9.0922783129e-03
166	1.3062416692e-02
167	1.7090581940e-02
168	2.0079385722e-02
169	1.1606201530e-02
170	1.0359906591e-02
171	8.5004908033e-03
172	8.7812378770e-03
173	1.0902627371e-02
174	9.7186256899e-03
175	1.3092710171e-02
176	9.9929728312e-03
177	9.4886521110e-03
178	1.1064334074e-02
179	9.8560125334e-03
180	1.0370573262e-02
181	1.8484077067e-02
182	1.0467853397e-02
183	1.1192761012e-02
184	1.0641506989e-02
185	1.1023374042e-02
186	1.1918095290e-02
187	2.2179015097e-02
188	1.2519269367e-02
189	1.4724285575e-02
190	1.6865728190e-02
191	1.5731646796e-02
192	1.3995964662e-02
193	1.4353085076e-02
194	1.2498789351e-02
195	1.9584025140e-02
196	1.3250576914e-02
197	1.3027430046e-02
198	1.3058576733e-02
199	1.2781243073e-02
200	1.4872765751e-02
201	1.4530578628e-02
202	1.3393510482e-02
203	1.4565138612e-02
204	1.3705404243e-02
205	1.3765564188e-02
206	1.3903377810e-02
207	3.1024253112e-02
208	1.8321090145e-02
209	1.5479059890e-02
210	1.4977299143e-02
211	1.6167700640e-02
212	1.5213672770e-02
213	1.5263592824e-02
214	1.4810472261e-02
215	1.5818686923e-02
216	1.5116819297e-02
217	1.5565673239e-02
218	1.5354899690e-02
219	1.5853246907e-02
220	1.7640129314e-02
221	1.6804288141e-02
222	2.1253147162e-02
223	1.7748929327e-02
224	1.8268183339e-02
225	1.8807490706e-02
226	1.7885889509e-02
227	1.7882049549e-02
228	1.7960982979e-02
229	1.8377410248e-02
230	1.8462743727e-02
231	2.2167068440e-02
232	2.1591067663e-02
233	1.9402691396e-02
234	2.0133999176e-02
235	2.0027759019e-02
236	2.0064878976e-02
237	2.3233309737e-02
238	2.5220725685e-02
239	2.8581156628e-02
240	2.7983822511e-02
241	2.5467339321e-02
242	2.2837362601e-02
243	2.1935388097e-02
244	2.2556615528e-02
245	2.2952562664e-02
246	2.3603656795e-02
